12604    0.8 0 0 0.8 0 0.8  0.0148423 0.35 0.2 0.1 0.75 0.675 0.075 0.65 0.075 0.125 0.375 0.1 0.65 0.975 0.025 1 0.975 0.05 1 0.8 0.875 0.075 0.25 0 
12609    0.8 0 0 0.8 0.2 0.8  0.0287886 0.125 0.2 0.1 0.625 0.1 0.075 0.65 0.8 0.25 0.875 0.3 0.35 0.975 0.025 0.6 0 0.05 1 0.8 0.425 0.075 0.275 0 
12611    0.8 0 0 0.8 0.4 0.2  0.278694 0.35 0.2 0.1 0.625 0.675 0.075 0.65 0.875 0.125 0.925 0.225 0.225 0.975 0.025 1 0.975 0.05 1 0.8 0.875 0.075 0.275 0 
12614    0.8 0 0 0.8 0.4 0.8  0.0268816 0.2 0.2 0.1 0.625 0.1 0.075 0.275 0.8 0.725 0.7 0.4 0.925 0.975 0.025 0.45 0 0.05 1 0.8 0.875 0.075 0.275 0 
12615    0.8 0 0 0.8 0.6 0  -0.0287819 0.35 0.2 0.775 0.625 0.6 0.225 0.75 0.075 0.075 0.85 0.025 0.925 0.975 0.025 1 0.875 0.05 1 0.8 0.725 0.075 0.125 0 
12616    0.8 0 0 0.8 0.6 0.2  0.122327 0.025 0.2 0.1 0.325 0.75 0.075 0.65 0.15 0.375 0.025 0.3 0.975 0.95 0.025 0.35 0.975 0.05 0.775 0.8 0.875 0.675 0.2 0.175 
12619    0.8 0 0 0.8 0.6 0.8  0.0291224 0.4 0.2 0.1 0.45 0.1 0.075 0.95 0.8 0.975 0 0.3 0.275 0.975 0.025 0.6 0 0.05 0.575 0.8 0.625 0.875 0.275 0.625 
12620    0.8 0 0 0.8 0.8 0  0.33115 0.35 0.2 0.825 0.575 0.675 0.075 0.65 0.075 0.35 0.9 0.875 0.95 0.975 0.025 1 0.675 0.825 1 0.8 0.05 0.075 0.025 0 
12621    0.8 0 0 0.8 0.8 0.2  0.217387 0.225 0.2 0.1 0.625 0.8 0.075 0.65 0.8 0.725 0.875 0.3 0.925 0.975 0.025 0.6 0.15 0.05 1 0.975 0.8 0.075 0.4 0 
12622    0.8 0 0 0.8 0.8 0.4  0.315789 0.225 0.1 0.725 0.375 0.425 0.425 0.35 0.225 0.725 0.875 0.15 0.925 0.975 0.325 0.175 0.725 0.05 0.4 0.975 0.2 0.875 0.3 1 
12623    0.8 0 0 0.8 0.8 0.6  -0.00636283 0.225 0.1 0.725 0.375 0.425 0.275 0.15 0.575 0.875 0.875 0.075 0.925 0.975 0.325 0.175 0.05 0.05 1 0.975 0.125 0.1 0.3 0.075 
12624    0.8 0 0 0.8 0.8 0.8  0.322134 0.225 0.1 0.725 0.375 0.425 0.425 0.35 0.3 0.725 0.875 0.15 0.925 0.975 0.325 0.175 0.725 0.05 0.4 0.975 0.2 0.875 0.3 1 
12728    0.8 0 0.2 0.8 0 0.6  0.323693 0.125 0.2 0.575 0.625 0.75 0.075 0.75 0.8 0.725 0.575 0.975 0.925 0.775 0.025 0.6 0.075 0.05 0.925 0.8 0.875 0 0.4 0 
12729    0.8 0 0.2 0.8 0 0.8  0.08985 0.125 0.2 0.575 0.625 0.75 0.075 0.75 0.8 0.575 0.575 0.975 0.375 0.775 0.025 0.6 0.075 0.05 0.925 0.8 0.875 0 0.5 0 
