12604    0.8 0 0 0.8 0 0.8  0.0154889 0.125 0.2 0.1 0.625 0.75 0.075 0.25 0.05 0.35 0 0.3 0.925 1 0.025 0.6 0.975 0.05 1 0.8 0.875 0.6 0.125 1 
12609    0.8 0 0 0.8 0.2 0.8  0.0277377 0.125 0.2 0.1 0.625 0.1 0.075 0.65 0.8 0.725 0.875 0.475 0.925 0.975 0.025 0.6 0 0.05 1 0.8 0.875 0.075 0.275 0 
12614    0.8 0 0 0.8 0.4 0.8  0.0255015 0.175 0.2 0.1 0.425 0.1 0.075 0.95 0.8 0.725 0 0.3 0.625 0.975 0.025 0.6 0 0.05 0.575 0.8 0.875 0.875 0.275 0.625 
12615    0.8 0 0 0.8 0.6 0  -0.0260485 0.125 0.2 0.1 0.025 0.75 0.075 0.675 0.075 0.325 0 0.3 0.05 1 0.025 0.6 0.975 0.05 0.3 0.8 0.875 0.6 0.125 1 
12616    0.8 0 0 0.8 0.6 0.2  -0.0303784 0.125 0.2 0.1 0.025 0.75 0.1 0.675 0.1 0.35 0 0.3 0.05 1 0.775 0.6 0.975 0.05 1 0.8 0.875 0.6 0.125 1 
12620    0.8 0 0 0.8 0.8 0  0.232635 0.275 0.075 0.775 0.625 0.75 0.325 1 0.425 0.725 0.025 0.3 0.85 0.975 0.025 0.6 0 0.05 1 0.8 0.875 0.075 0.65 0 
12621    0.8 0 0 0.8 0.8 0.2  0.217387 0.225 0.2 0.1 0.625 0.8 0.075 0.65 0.8 0.725 0.875 0.3 0.925 0.975 0.025 0.6 0.15 0.05 1 0.975 0.8 0.075 0.4 0 
12622    0.8 0 0 0.8 0.8 0.4  -0.0101509 0.3 0.475 0.1 0.95 0.75 0.075 0.65 0.375 0.725 0.875 0.3 0.675 0.975 0.225 0.6 0.975 0.05 0.5 0.8 0.875 0.825 0.1 0.9 
12623    0.8 0 0 0.8 0.8 0.6  -0.00636283 0.225 0.1 0.725 0.375 0.425 0.275 0.15 0.575 0.875 0.875 0.075 0.925 0.975 0.325 0.175 0.05 0.05 1 0.975 0.125 0.1 0.3 0.075 
12624    0.8 0 0 0.8 0.8 0.8  0.302861 0.7 0.025 0.575 0.625 0.75 0.075 0.775 0.8 0.725 0.1 0.975 0.925 0 0.275 0.4 0.5 0.05 0.95 0.8 0.7 0.925 0.3 0 
12728    0.8 0 0.2 0.8 0 0.6  0.323693 0.125 0.2 0.575 0.625 0.75 0.075 0.75 0.8 0.725 0.575 0.975 0.925 0.775 0.025 0.6 0.075 0.05 0.925 0.8 0.875 0 0.4 0 
12729    0.8 0 0.2 0.8 0 0.8  0.0176963 0.125 0.2 0.1 0.525 0.75 0.075 0.025 0.075 0.35 0 0.3 0.925 1 0.025 0.6 0.975 0.05 0.375 0.8 0.875 0.375 0.125 1 
12734    0.8 0 0.2 0.8 0.2 0.8  0.032678 0.125 0.2 0.1 0.625 0.1 0.25 0.95 0.8 0.725 0.875 0.225 0.925 0.825 0.025 0.6 0 0.05 1 0.8 0.875 0.075 0.275 0 
12738    0.8 0 0.2 0.8 0.4 0.6  0.0277841 0.125 0.2 0.1 0.625 0.1 0.075 0.65 0.8 0.725 0.7 0.4 0.925 0.975 0.025 0.45 0 0.05 1 0.8 0.875 0.075 0.275 0 
12739    0.8 0 0.2 0.8 0.4 0.8  0.0361104 0.125 0.2 0.1 0.625 0.1 0.3 0.95 0.8 0.725 0.875 0.225 0.925 0.825 0.025 0.6 0 0.05 1 0.8 0.875 0.125 0.275 0 
12741    0.8 0 0.2 0.8 0.6 0.2  -0.00601801 0.125 0.075 0.775 0.625 0.75 0.125 0.65 0.425 0.725 0.025 0.3 0.925 0.95 0.025 0.6 0.85 0.05 1 0.8 0.875 0.325 0.525 0 
12744    0.8 0 0.2 0.8 0.6 0.8  0.0290496 0.125 0.2 0.1 0.625 0.1 0.075 0.65 0.8 0.725 0.875 0.3 0.925 0.975 0.025 0.6 0 0.05 1 0.8 0.875 0.075 0.275 0 
12745    0.8 0 0.2 0.8 0.8 0  -0.00310155 0.125 0.825 0.775 0.625 0.75 0.075 0.65 0.425 0.725 0.025 0.3 0.35 0.975 0.025 0.6 0 0.05 1 0.25 0.875 0.075 0.525 0 
12746    0.8 0 0.2 0.8 0.8 0.2  0.0126623 0.125 0.2 0.1 0.625 0.8 0.075 0.65 0.8 0.725 0.875 0.3 0.7 0.975 0.025 0.6 0 0.05 1 0.8 0.225 0.075 0.275 0 
12853    0.8 0 0.4 0.8 0 0.6  0.215349 0.125 0.2 0.575 0.625 0.75 0.075 0.75 0.8 0.725 0.575 0.975 0.375 0.775 0.025 0.6 0.075 0.05 0.925 0.8 0.875 0 0.4 0 
